Nazwa;Cena z podatkiem;Kategoria;Ilość;URL zdjecia;Opis
Bakalland Wiórki kokosowe 100 g;6.99;Owoce suszone kandyzowane;30;http://localhost/img/p/bakalland-wiorki-kokosowe-100-g-aij9r6.png;" 
        Bakalland
    

        Orzech kokosowy pod twardą skorupą skrywa wartościowy skarb. Cenny miąższ wykorzystywany jest jako dodatek do ciast i deserów. Bogactwo błonnika sprawia, że wiórki są również wartościową bazą do koktajli i owsianek.Czy wiesz, że:Wiórki kokosowe od Bakalland to produkt w 100 % naturalny.W języku starożytnych Indian palma kokosowa oznacza ""drzewo, które zaspokaja wszystkie potrzeby życia"".Z jednego orzecha można uzyskać do 75 orzechów kokosowych.}
    

produkt 100 % naturalny
naturalne źródło żelaza i magnezu
...prosto z plantacji
Dobra i polska firma


        Wiórki kokosowe.
    
"
Helio Orzechy pekan 60 g;13.99;Orzechy, migdały, fistaszki;30;http://localhost/img/p/helio-orzechy-pekan-60-g-sliike.png;" 
        Helio
    

        Nadające się do recyklingu
    

        Orzechy pekan.
    
"
Suszone śliwki 70 g;6.49;Owoce suszone kandyzowane;30;http://localhost/img/p/suszone-sliwki-70-g-ph3t93.png;Masz w ręku produkt, który w 100% został wyprodukowany z polskich śliwek. Jesteśmy małym lokalnym producentem starającym się promować zdrowe polskie jedzenie. Wesprzyj Nas! Do wyprodukowania 100g produktu gotowego zużyto około 600g świeżych śliwek.
Carrefour Targ Świeżości Buraczki w talarkach 400 g;3.79;Warzywa świeże;30;http://localhost/img/p/buraczki-pri-juz-got-talarki-400g-nrvoc7.png;" 
        Carrefour
    

bez dodatku substancji konserwujących
Produkt polski
jakość kontrolowana


        Produkt otrzymany ze świeżych buraków, obrany, krojony, pakowany próżniowo i pasteryzowany.
    
"
BackMit Mak mielony 200 g;9.99;Pestki, ziarna i nasiona;30;http://localhost/img/p/backmit-mak-mielony-200-g-dttrlr.png;" 
        BackMit
    

        BackMit Mak mielony produkuje się tylko z surowców najwyższej jakości. Opakowanie z folii metalizowanej chroni dodatkowo przed światłem gwarantując dłuższy okres przydatności do spożycia. BackMit Mak mielony oszczędza czas nowoczesnej gospodyni i uzupełnia wspaniale jej indywidualne przepisy.}
    

gotowy do użycia!
tylko najwyższej jakości, bez dodatków, gotowy do użycia po dodaniu gorącego mleka


        Mak niebieski mielony sterylizowany
    
"
Helio Orzeszki ziemne solone 1 kg;18.99;Orzechy, migdały, fistaszki;30;http://localhost/img/p/makar-orzech-ziemny-solony-1-kg-i9pe3b.png;"orzeszki ziemne blanszowane, prażone 96,5%, olej rzepakowy 2%, sól 1,5%
Alergeny: Produkt może zawierać: orzechy i nasiona sezamu.
"
Helio Migdały blanszowane 80 g;9.59;Orzechy, migdały, fistaszki;30;http://localhost/img/p/helio-migdaly-blanszowane-80-g-b7lg5a.png;" 
        Helio
    

praktyczne zamknięcie


        Nadające się do recyklingu
    

        Migdały łuskane, blanszowane.
    
"
Carrefour Extra Rodzynki Thompson Jumbo 180 g;3.99;Owoce suszone kandyzowane;30;http://localhost/img/p/carrefour-extra-rodzynki-thompson-jumbo-180-g-80a188.png;" 
        Carrefour
    

źródło żelaza
jakość kontrolowana


        Rodzynki bezpestkowe odmiany Thompson Jumbo.
    
"
Crispy Natural Suszone plastry z marchwi z przyprawami 18 g;3.39;Chipsy owocowe i warzywne;30;http://localhost/img/p/crispy-natural-suszone-chipsy-z-marchwi-z-naturalnymi-przyprawami-18-g-agm4v8.png;" 
        Crispy Natural
    

        Specjalnie dla Ciebie wysuszyliśmy chipsy z marchewki nie dodając tłuszczu, w których zachowaliśmy wysokie wartości odżywcze dzięki innowacyjnej technologii suszenia.}
    

chrup marchew
na ostro
z 2 świeżych marchewek
suszone, bez smażenia i pieczenia
wysoka zaw. witaminy A
źródło potasu
źródło błonnika pokarmowego
produkt bezglutenowy***
1 z 5 porcji warzyw i owoców
*** przebadany przez akredytowane laboratorium


        Chipsy z marchwi.
    
"
Helio Migdały łuskane 300 g;31.59;Orzechy, migdały, fistaszki;30;http://localhost/img/p/helio-migdaly-luskane-300-g-thglhg.png;" 
        Helio
    

        Migdały łuskane.
    
"
Helio Natura Rodzynki sułtańskie 150 g;7.59;Owoce suszone kandyzowane;30;http://localhost/img/p/helio-natura-rodzynki-sultanskie-150-g-i63m8l.png;" 
        Helio
    

        Rodzynki suszonenaturalnie zdrowenaturalnie dla Ciebienaturalnie wyjątkowy smakbez konserwantów}
    

100% natury
naturalnie dla zdrowia
bez substancji konserwujących


        Nadające się do recyklingu
    

        Rodzynki sułtańskie.
    
"
Helio Popcorn solony do mikrofalówki 90 g;2.59;Pestki, ziarna i nasiona;30;http://localhost/img/p/helio-popcorn-solony-do-mikrofalowki-90-g-1047ul.png;" 
        Helio
    

        Nadające się do recyklingu
    

        Ziarno kukurydzy solone do przygotowania popcornu solonego w kuchence mikrofalowej.
    
"
Helio Natura Prażone orzechy laskowe 80 g;10.99;Orzechy, migdały, fistaszki;30;http://localhost/img/p/helio-natura-prazone-orzechy-laskowe-80-g-aovdjl.png;" 
        Helio
    

        Prażone Orzechy laskowenaturalnie zdroweprażone gorącym powietrzemnaturalnie chrupkiebez dodatku tłuszczu i soli}
    

praktyczne zamknięcie
100% natury
naturalnie dla zdrowia
bez dodatku soli i tłuszczu


        Orzechy laskowe prażone
    
"
VitalPol - Fasola biała drobna 450 g;5.79;Warzywa suszone;30;http://localhost/img/p/vitalpol-fasola-biala-drobna-450-g-a0i3fk.png;"Fasola jest doskonała do zup (np. zupa fasolowa lub barszcz czerwony z fasolą), sałatek, (np. sałatka jarzynowa z fasolą) i potraw mięsnych. 
Jest również częstym składnikiem wykorzystywanym w kuchni wegetariańskiej."
Carrefour Extra Słonecznik łuskany 180 g;3.49;Pestki, ziarna i nasiona;30;http://localhost/img/p/carrefour-extra-slonecznik-luskany-180-g-msiqik.png;" 
        Carrefour
    

wysoka zawartość błonnika pokarmowego
jakość kontrolowana


        Ziarna słonecznika łuskane.
    
"
Carrefour Targ Świeżości Ziemniaki całe z koperkiem 430 g;3.79;Warzywa świeże;30;http://localhost/img/p/ziemniaczki-pri-got-z-koper-430-g-vqq9c7.png;" 
        Carrefour
    

bez dodatku substancji konserwujących
Produkt polski
jakość kontrolowana


        Produkt otrzymany ze świeżych ziemniaków, obrany z dodatkiem marynaty, pakowany próżniowo i pasteryzowany.
    
"
Podgrzybek brunatny suszony kapelusz 25 g;11.99;Grzyby;30;http://localhost/img/p/podgrzybek-brunatny-suszony-kapelusz-25-g-hl3fjj.png;Produkt tradycyjny bez konserwantów. Idealny do zup, sosów, pierogów.
Runopol Borowik szlachetny suszony 40 g;16.99;Warzywa suszone;30;http://localhost/img/p/runopol-borowik-szlachetny-suszony-40-g-f627dq.png;suszony borowik szlachetny - Boletus edulis - krajanka
Helio Natura Figi suszone 150 g;10.75;Owoce suszone kandyzowane;30;http://localhost/img/p/helio-natura-figi-suszone-150-g-i7rauc.png;" 
        Helio
    

        Figi suszonenaturalnie zdrowenaturalnie dla Ciebienaturalnie wyjątkowy smaknaturalny kształtbez konserwantów}
    

100% natury
naturalnie dla zdrowia
bez substancji konserwujących


        Nadające się do recyklingu
    

        Figi suszone
    
"
VitalPol Groch łuskany 475 g;4.29;Warzywa suszone;30;http://localhost/img/p/vitalpol-groch-luskany-475-g-uecod1.png;Groch jest doskonały do zup i potraw mięsnych.
Helio Śliwki suszone 200 g;13.99;Owoce suszone kandyzowane;30;http://localhost/img/p/helio-sliwki-suszone-200-g-6um1ui.png;" 
        Helio
    

        Nadające się do recyklingu
    

        Śliwki suszone bez pestek.
    
"
Helio Popcorn maślany do mikrofalówki 90 g;2.59;Pestki, ziarna i nasiona;30;http://localhost/img/p/helio-popcorn-maslany-do-mikrofalowki-90-g-69odsl.png;" 
        Helio
    

        Nadające się do recyklingu
    

        Ziarno kukurydzy solone z dodatkiem masła do przygotowania popcornu maślanego w kuchence mikrofalowej.
    
"
Crispy Natural Suszone chipsy z buraka o smaku winegret 18 g;3.39;Chipsy owocowe i warzywne;30;http://localhost/img/p/crispy-natural-suszone-chipsy-z-buraka-o-smaku-winegret-18-g-c1m998.png;" 
        Crispy Natural
    

        W trosce o CiebieFoliany pomagają w prawidłowym funkcjonowaniu układu odpornościowego oraz przyczyniają się do zmniejszenia uczucia zmęczenia i znużenia.Potas pomaga w prawidłowym funkcjonowaniu mięśni oraz prawidłowym funkcjonowaniu układu nerwowego.}
    

chrup buraka
z 2 świeżych buraków
wysoka zawartość kwasu foliowego
źródło potasu
suszone, bez smażenia i pieczenia
wysoka zaw. błonnika pokarmowego
produkt bezglutenowy***
bez substancji konserwujących
1 z 5 porcji warzyw i owoców
*** przebadany przez akredytowane laboratorium


        Chipsy z buraka.
    
"
BackMit Mak mielony 500 g;22.99;Pestki, ziarna i nasiona;30;http://localhost/img/p/backmit-mak-mielony-500-g-f44gce.png;" 
        BackMit
    

        BackMit Mak mielony produkuje się tylko i wyłącznie z surowców najwyższej jakości. Opakowanie z folii metalizowanej chroni dodatkowo przed światłem gwarantując dłuższy okres przydatności do spożycia. BackMit Mak mielony oszczędza nowoczesnej gospodyni czas i uzupełnia wspaniale jej indywidualne przepisy.}
    

gotowy do użycia!
tylko najwyższej jakości, bez dodatków, gotowy do użycia po dodaniu gorącego mleka


        Mak niebieski mielony sterylizowany
    
"
Carrefour Extra Daktyle suszone Deglet Nour 180 g;3.36;Owoce suszone kandyzowane;30;http://localhost/img/p/carrefour-extra-daktyle-suszone-deglet-nour-180-g-tt3b4c.png;" 
        Carrefour
    

źródło błonnika pokarmowego
jakość kontrolowana


        Daktyle suszone bez pestek, odmiany Deglet Nour.
    
"
Helio Natura Popcorn light do mikrofalówki 80 g;2.79;Pestki, ziarna i nasiona;30;http://localhost/img/p/helio-natura-popcorn-light-do-mikrofalowki-80-g-gj0eur.png;Ziarno kukurydzy do przygotowania popcornu w kuchence mikrofalowej.
Carrefour Targ Świeżości Ziemniaki w talarkach 450 g;3.79;Warzywa świeże;30;http://localhost/img/p/mc-ziemniaki-talarki-450g-29mq7b.png;" 
        Carrefour
    

bez dodatku substancji konserwujących
jakość kontrolowana


        Produkt otrzymany ze świeżych ziemniaków, obrany, krojony, pakowany próżniowo i pasteryzowany.
    
"
Bakalland Popcorn ziarno do prażenia 250 g;4.79;Pestki, ziarna i nasiona;30;http://localhost/img/p/bakalland-popcorn-ziarno-do-prazenia-250-g-ikilm7.png;" 
        Bakalland
    

50 g gratis
naturalne źródło żelaza, cynku i witaminy B1
Dobra i polska firma


        Ziarno kukurydzy
    
"
Dynia Makaronowa luz;4.99;Warzywa świeże;30;http://localhost/img/p/dynia-makaronowa-luz-e8nht6.png;Dynia makaronowa, podobnie jak pozostałe odmiany dyni, znalazła zastosowanie, w kuchni. Świetnie smakuje pieczona, duszona i gotowana. Jednak ze względu na swoją strukturę, najlepiej prezentuje się w postaci warzywnego spaghetti lub zupy.
Helio Natura Żurawina suszona 120 g;13.49;Owoce suszone kandyzowane;30;http://localhost/img/p/helio-natura-zurawina-suszona-120-g-oef03h.png;" 
        Helio
    

        Produkt zawiera o 50% mniej cukru niż inne żurawiny suszone firmy Helio.bez konserwantównaturalnie zdrowezawiera 50% mniej cukrunaturalnie wyjątkowy smakwzbogacony błonnikiem roślinnym}
    

50% mniej cukru
naturalnie dla zdrowia
wzbogacona błonnikiem
praktyczne zamknięcie


        Żurawina suszona z dodatkiem błonnika roślinnego, o obniżonej zawartości cukru.
    
"
Siemię lniane 1 kg;11.99;Pestki, ziarna i nasiona;30;http://localhost/img/p/siemie-lniane-1-kg-df8q10.png;Siemię lniane bogate w wartości odżywcze idealnie urozmaici każdą dietę.
Helio Mieszanka studencka 300 g;15.99;Mix i smakowe;30;http://localhost/img/p/helio-mieszanka-studencka-300-g-7n4n0u.png;" 
        Helio
    

        Mieszanka różnych orzechów i rodzynek.
    
"
Helio Orzechy pistacjowe 80 g;15.99;Orzechy, migdały, fistaszki;30;http://localhost/img/p/helio-orzechy-pistacjowe-80-g-j8n12s.png;" 
        Helio
    

        Nadające się do recyklingu
    

        Orzechy pistacjowe prażone i solone w skorupkach
    
"
Bakalland Popcorn solony 90 g;3.19;Pestki, ziarna i nasiona;30;http://localhost/img/p/bakalland-popcorn-solony-90-g-7it0j8.png;" 
        Bakalland
    

        Wystarczy tylko chwila, by sięgnąć po małe przyjemności. Wcześniej jednak długo i starannie wyszukujemy najdoskonalsze owoce, orzechy i ziarna wybierając je z najlepszych zbiorów na świecie. Dzięki temu Bakalland od lat słynie z jakości, a Ty możesz rozkoszować się prawdziwym bogactwem naturalnych smaków!}
    

chrupiąca przyjemność
naturalne bogactwo błonnika pokarmowego
Dobra i polska firma


        Kukurydza (popcorn) solona do przygotowania w kuchence mikrofalowej.
    
"
Bakalland Chrupiąca sałatka mix z ziarnami prażonymi słonecznik dynia pinia 100 g;7.99;Pestki, ziarna i nasiona;30;http://localhost/img/p/bakalland-chrupiaca-salatka-prazony-mix-slonecznik-dynia-pinia-100-g-ngaohb.png;" 
        Bakalland
    

        Sałatki są proste w przygotowaniu, smaczne oraz stanowią skarbnicę cennych wartości odżywczych. Prażone w piecu ziarna słonecznika i dyni z domieszką orzeszków pinii od Bakalland sprawią, że Twoja sałatka będzie jeszcze smaczniejsza i pożywniejsza.Świeże i kolorowe warzywa, takie jak lubisz najbardziej, lekko skropione oliwą i sokiem z cytryny wraz z chrupiącym dodatkiem wprawią w zachwyt najbardziej wymagających smakoszy.}
    

Dobra i polska firma


        Mieszanka łuskanych, prażonych ziaren z orzechami pinii.
    
"
Jagody Goji suszone BIO 150 g;16.29;Owoce suszone kandyzowane;30;http://localhost/img/p/jagody-goji-suszone-bio-150-g-npo7g9.png;"Małe jagody o czerwonej barwie, odpowiednio wyselekcjonowane. Pochodzą z rejonu północnych Chin i są nazywane ""czerwonymi diamentami"". Bez substancji konserwujących."
VitalPol Fasola czerwona 450 g;6.69;Warzywa suszone;30;http://localhost/img/p/vitalpol-fasola-czerwona-450-g-5ohk6e.png;Fasola jest doskonała do zup (np. barszcz czerwony z fasolą), sałatek (np. sałatka jarzynowa z fasolą) i potraw mięsnych. Jest również częstym składnikiem wykorzystywanym w kuchni wegetariańskiej.
VitalPol Fasola Piękny Jaś karłowy 400 g;6.39;Warzywa suszone;30;http://localhost/img/p/vitalpol-fasola-piekny-jas-karlowy-400-g-hbgid4.png;Fasola Piękny Jaś karłowy jest doskonała jako samodzielne danie lub jako dodatek do zup, mięs i sałatek.
Podgrzybek brunatny suszony krojony 25 g;9.99;Warzywa suszone;30;http://localhost/img/p/podgrzybek-brunatny-suszony-krojony-25-g-9uoafg.png;Produkt tradycyjny bez konserwantów. Idealny do zup, sosów, pierogów.
Crispy Natural Chrupsy Suszone chipsy z jabłka z sokiem z mango 18 g;3.39;Chipsy owocowe i warzywne;30;http://localhost/img/p/crispy-natural-chrupsy-suszone-chipsy-z-jablka-z-sokiem-z-mango-18-g-9c4d8m.png;" 
        Crispy Natural
    

        Specjalnie dla Ciebie wysuszyliśmy chipsy z jabłka nie dodając tłuszczu, w których zachowaliśmy wysokie wartości odżywcze dzięki innowacyjnej technologii suszenia.}
    

ze świeżych jabłek
suszone, bez smażenia i pieczenia
wysoka zaw. błonnika pokarmowego
bez dodatku cukrów*
produkt bezglutenowy***
1 z 5 porcji owoców i warzyw
* zawiera naturalnie występujące cukry
*** przebadany przez akredytowane laboratorium

"
Orzechy laskowe BIO 150 g;16.18;Owoce suszone kandyzowane;30;http://localhost/img/p/orzechy-laskowe-bio-150-g-adhpr4.png;"ORZECHY laskowe łuskane BIO 100 %. Produkt może zawierać: SEZAM, SELER, ORZESZKI ARACHIDOWE I INNE ORZECHY.

Oznakowanie alergenów: wielkimi literami"
VitalPol Soczewica zielona 450 g;7.69;Warzywa suszone;30;http://localhost/img/p/vitalpol-soczewica-zielona-450-g-8i6jvm.png;Soczewica jest doskonała do zup, sałatek, czy różnego rodzaju past i farszów.
Florpak Fasola kolorowa czarna 500 g;6.19;Warzywa suszone;30;http://localhost/img/p/florpak-fasola-kolorowa-czarna-500-g-6ok21l.png;Podobnie jak inne rośliny strączkowe ceniona jest ze względu na wysoką zawartość białka. Warto też zwrócić uwagę, iż jako jedna z nielicznych warzyw fasola czarna zawiera selen, który odgrywa ważną rolę w funkcjonowaniu enzymów wątroby i pomaga w detoksykacji niektórych związków rakotwórczych w organizmie.
Mieszanka studencka 100g;3.79;Mix i smakowe;30;http://localhost/img/p/mieszanka-studencka-100g-pom6mt.png;Bogata mieszanka suszonych owoców i orzechów stanowi pożywną i smaczną przekąskę. Połączenie chrupkich składników z delikatnymi owocami stanowi doskonały układ, który zadowoli każde podniebienie.
Florpak Pomidor suszony 150 g;8.57;Owoce, warzywa, zioła;30;http://localhost/img/p/florpak-pomidor-suszony-150-g-33fjkd.png;"Pomidory są bogate w witaminę C i potas. Wzmacniają organizm, regulują ciśnienie krwi. 
W kuchni używane są do sosów, gulaszów, do zup, marynat. Nadają potrawom wyjątkowego aromatu i smaku."
Pietruszka suszona 15 g;1.89;Owoce, warzywa, zioła;30;http://localhost/img/p/pietruszka-suszona-15-g-4m2d2i.png;" 
        15 g zastępuje 3 pęczki świeżej natki.Pietruszka to aromatyczne ziele o słodko-cierpkim smaku. Jest wartościową i popularną przyprawą. Sprawdzi się jako dodatek do zup, sałatek, serów, jaj i mięs.}
    

wysuszone z 3 pęczków natki
z polskiej kuchni


        Pietruszka suszona
    
"
